IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.38,,,13.68,,35.07,24.4 [13.7-35.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.42,,,16.92,,33.88,24.4 [16.9-33.9],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.42,,,18.23,,30.61,24.4 [18.2-30.6],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.60,,,18.15,,31.05,24.6 [18.1-31.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.58,,,18.17,,32.33,24.6 [18.2-32.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.70,,,15.84,,36.32,24.7 [15.8-36.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.73,,,19.29,,31.11,24.7 [19.3-31.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.70,,,19.48,,30.76,24.7 [19.5-30.8],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,COG,Congo,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.76,,,18.92,,31.68,24.8 [18.9-31.7],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.84,,,19.86,,29.83,24.8 [19.9-29.8],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,NER,Niger,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.02,,,18.68,,32.62,25.0 [18.7-32.6],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.99,,,19.23,,31.77,25.0 [19.2-31.8],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.97,,,19.72,,30.22,25.0 [19.7-30.2],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.12,,,19.77,,31.34,25.1 [19.8-31.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,GAB,Gabon,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.33,,,18.5,,33.53,25.3 [18.5-33.5],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.29,,,20.3,,31,25.3 [20.3-31.0],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.39,,,18.93,,33.07,25.4 [18.9-33.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.35,,,19.59,,32.11,25.4 [19.6-32.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.48,,,17.71,,35.18,25.5 [17.7-35.2],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.45,,,18.53,,33.85,25.5 [18.5-33.9],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.47,,,20.34,,31.37,25.5 [20.3-31.4],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.72,,,19.39,,33.26,25.7 [19.4-33.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.71,,,19.75,,32.73,25.7 [19.7-32.7],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.72,,,19.69,,32.82,25.7 [19.7-32.8],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.73,,,20.67,,31.52,25.7 [20.7-31.5],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.77,,,18.5,,34.64,25.8 [18.5-34.6],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.93,,,18.64,,34.83,25.9 [18.6-34.8],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,GMB,Gambia,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.85,,,19.82,,32.95,25.9 [19.8-33.0],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.87,,,20.05,,32.68,25.9 [20.0-32.7],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.10,,,19.19,,34.42,26.1 [19.2-34.4],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.20,,,18.64,,35.42,26.2 [18.6-35.4],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,BWA,Botswana,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.30,,,20.48,,33.08,26.3 [20.5-33.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.42,,,20.22,,33.7,26.4 [20.2-33.7],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.43,,,21.25,,32.34,26.4 [21.2-32.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.42,,,21.29,,32.28,26.4 [21.3-32.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.53,,,20.48,,33.59,26.5 [20.5-33.6],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.63,,,19.2,,35.63,26.6 [19.2-35.6],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.58,,,19.59,,33.57,26.6 [19.6-33.6],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.84,,,20.46,,34.31,26.8 [20.5-34.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.78,,,21.1,,33.33,26.8 [21.1-33.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.81,,,21.21,,33.23,26.8 [21.2-33.2],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,TCD,Chad,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.93,,,19.5,,34.36,26.9 [19.5-34.4],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.92,,,20.04,,35.11,26.9 [20.0-35.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.04,,,21.08,,33.95,27.0 [21.1-34.0],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.10,,,21.54,,33.47,27.1 [21.5-33.5],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.21,,,18.88,,37.49,27.2 [18.9-37.5],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.18,,,19.75,,34.61,27.2 [19.7-34.6],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.18,,,19.73,,36.16,27.2 [19.7-36.2],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.25,,,19.96,,35.98,27.2 [20.0-36.0],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.18,,,21.62,,33.54,27.2 [21.6-33.5],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.34,,,18.52,,38.27,27.3 [18.5-38.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.35,,,20.48,,35.36,27.3 [20.5-35.4],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.50,,,19.81,,36.78,27.5 [19.8-36.8],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.63,,,21.21,,35.1,27.6 [21.2-35.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.69,,,21.66,,34.63,27.7 [21.7-34.6],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,27.76,,,16.4,,39.11,27.8 [16.4-39.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.05,,,20.3,,37.35,28.0 [20.3-37.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,COG,Congo,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.03,,,21.63,,35.46,28.0 [21.6-35.5],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.00,,,23.13,,32.87,28.0 [23.1-32.9],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.11,,,22.04,,35.09,28.1 [22.0-35.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.12,,,22.26,,33.97,28.1 [22.3-34.0],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.34,,,20.43,,37.82,28.3 [20.4-37.8],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.26,,,22.96,,34.23,28.3 [23.0-34.2],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.37,,,21.85,,35.92,28.4 [21.9-35.9],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.43,,,22.7,,34.94,28.4 [22.7-34.9],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.47,,,22.04,,35.89,28.5 [22.0-35.9],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.50,,,22.43,,35.45,28.5 [22.4-35.5],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.50,,,22.75,,35.03,28.5 [22.7-35.0],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.51,,,22.66,,35.14,28.5 [22.7-35.1],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.65,,,20.89,,36.4,28.6 [20.9-36.4],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.60,,,21.92,,36.33,28.6 [21.9-36.3],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,true,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.74,,,20.36,,38.86,28.7 [20.4-38.9],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,GRD,Grenada,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.70,,,21.43,,37.19,28.7 [21.4-37.2],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.95,,,21.28,,37.9,28.9 [21.3-37.9],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,EUR,Europe,Country,EST,Estonia,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.86,,,22.76,,35.82,28.9 [22.8-35.8],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.89,,,22.96,,35.6,28.9 [23.0-35.6],,,EN,2018-09-13 00:00:00
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),numeric,AFR,Africa,Country,NAM,Namibia,Year,2016,true,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,28.89,,,22.97,,35.63,28.9 [23.0-35.6],,,EN,2018-09-13 00:00:00
